64

19 302
21 1 89
21 8 65
25 25 27
25 1 49
10 16 10
3 10 23
6 9 75
26 10 44
26 16 16
11 25 77
11 8 47
21 17 87
19 3 69
21 18 37
10 15 93
21 2 7
3 13 45
12 25 42
4 17 56
2 20 47
12 2 25
2 3 49
4 25 5
22 20 23
12 16 25
15 19 11
4 2 21
4 17 40
21 7 99
16 22 38
17 23 96
22 8 61
20 16 46
15 15 84
4 9 71
24 14 18
2 13 52
18 15 97
26 5 49
23 25 75
19 23 52
2 6 33
17 17 4
6 9 87
14 22 71
3 20 99
15 8 32
4 2 65
10 23 40
10 14 69
7 22 95
14 23 47
4 19 23
12 10 31
9 16 44
2 1 91
12 9 83
15 19 94
13 21 59
2 25 34
23 22 57
22 14 73
14 7 99
24 20 76
13 13 90
15 18 66
23 2 20
17 26 3
14 3 69
12 17 63
7 14 12
22 20 68
4 13 69

30 744
27 29 81
24 17 49
4 15 60
19 25 7
8 8 96
1 13 48
3 8 86
3 2 30
5 12 51
6 1 71
26 22 15
12 21 54
18 24 7
12 21 32
11 30 12
23 8 9
22 7 21
24 19 45
5 30 89
27 21 3
11 8 40
23 22 37
16 21 38
7 15 5
6 27 39
5 16 51
11 19 4
21 24 35
20 16 50
2 11 66
2 12 93
23 29 63
6 20 25
20 27 93
17 8 69
24 30 6
13 6 0
28 3 43
13 24 63
24 2 65
27 15 18
17 30 39
28 8 34
25 1 9
24 22 48
23 10 16
20 10 70
23 5 82
8 21 1
9 18 14
16 16 79
7 16 85
6 30 73
28 19 31
19 19 67
28 6 20
30 16 95
26 30 94
16 11 58
3 27 85
11 6 46
26 3 81
17 17 9
27 28 5
7 25 12
12 7 53
19 12 32
18 7 3
21 15 9
17 23 16
15 1 91
17 24 51
3 23 88
30 28 36
16 23 52
23 6 88
4 30 62
2 24 90
9 5 60
1 1 72
1 14 88
24 7 92
8 25 21
28 13 43
20 5 95
17 4 90
8 28 54
1 18 30
27 10 11
20 22 9
3 21 61
2 25 13
18 16 98
1 2 26
5 17 5
30 9 96
27 16 52
7 26 9
16 29 72
8 19 48
20 22 7
14 18 92
22 6 53
15 24 30
23 1 60
1 27 47
16 1 26
3 13 65
2 25 1
12 25 46
3 15 73
12 29 22
10 22 38
25 24 41
26 27 75
22 4 87
23 2 19
5 27 27
21 20 39
15 7 20
21 22 83
19 27 38
2 15 49
26 16 68
22 1 73
17 30 68
10 29 1
29 6 73
18 8 49
16 18 49
8 24 26
4 2 86
18 21 27
25 12 48
17 5 33
16 15 46
6 16 34
12 2 24
19 21 32
28 1 11
21 9 57
14 15 94
5 2 49
8 13 8
4 26 12
18 15 40
25 11 75
26 17 40
9 21 63
1 13 83
9 20 21
15 26 63
17 5 97
29 15 23
16 27 10
22 17 83
25 14 62
11 16 48
2 22 16
6 15 14
17 6 96
12 10 84
8 19 68
22 2 76
10 14 56
18 29 94
1 23 87
8 11 71
29 17 74
14 23 27
11 21 42
12 5 28
30 26 31
23 24 48
6 21 39
26 17 20
18 4 27
21 16 87
29 22 96
22 29 15
12 11 30
9 1 10
26 2 24
19 10 63
1 1 8
17 1 63
21 18 21
28 27 38
19 5 68
17 20 27
19 2 80
19 25 23
20 29 93
21 24 58
13 12 99
13 28 19
22 9 66
10 29 78
14 18 75
26 27 35
27 19 33
13 22 11
3 18 1
27 16 82
30 25 2
27 27 4
27 15 8
26 23 89
13 20 38
1 5 51
19 20 96
2 1 55
19 22 37
5 24 72
21 8 70
9 4 39
23 12 48
15 3 64
26 3 79
22 16 13
11 3 45
11 30 3
24 9 15
9 21 73
16 21 89
11 13 62
22 1 10
24 7 53
18 9 19
4 14 85
28 20 36
27 5 59
27 30 11
10 6 95
30 7 95
4 29 63
4 30 53
3 15 27
11 14 72
24 1 80
13 18 53
18 29 40
9 20 48
6 27 14
13 13 63
11 28 65
2 1 58
8 18 44
22 13 86
14 3 16
1 18 51
21 30 86
11 8 23
7 4 33
19 10 39
16 7 33
9 15 25
18 11 27
30 9 46
24 17 99
11 19 23
10 25 5
17 10 6
13 25 36
22 24 42
28 27 73
4 25 90
7 24 48
15 30 78
2 20 47
12 23 41
6 18 63
7 4 3
1 30 11
25 25 3
13 8 46
7 28 5
30 19 91
22 19 47
11 18 63
3 11 56
12 15 77
16 28 12
7 11 88
1 15 91
30 23 7
20 29 69
30 22 8
18 21 49
5 4 40
16 11 32
30 28 96
19 13 38
29 3 15
5 24 11
28 1 74
18 13 75
9 23 54
29 24 63
24 17 32
4 19 57
24 16 34
6 16 23
30 1 83
24 14 21
16 20 98
28 26 7
12 12 54
6 28 34
22 30 94
10 29 97
17 13 53
2 18 86
24 11 13
8 25 22
19 13 57
6 20 73
18 6 42
15 22 26
6 6 21
5 5 24
17 30 15
27 26 92
7 11 95
23 26 89
27 3 88
8 18 66
13 23 4
26 9 51
23 22 27
28 26 12
27 23 68
15 15 77
17 23 13
12 2 11
7 2 94
24 20 10
8 14 68
8 25 72
29 4 58
16 27 70
9 15 59
15 4 78
7 27 64
30 19 30
1 3 52
13 5 38
26 23 13
13 8 21
16 26 90
4 28 39
11 28 46
14 8 24
11 2 21
21 12 27
15 26 37
19 16 89
4 22 51
11 5 79
6 25 71
25 6 58
14 3 2
21 29 74
22 10 47
26 28 39
13 7 9
29 8 3
12 30 84
16 9 67
10 22 29
16 20 76
18 14 30
8 18 4
18 28 26
7 17 58
13 19 85
20 4 7
11 30 67
19 29 78
2 8 65
14 14 15
27 7 22
7 21 81
26 9 68
4 27 5
22 24 71
18 4 55
17 3 47
16 14 97
15 9 38
29 6 39
5 18 12
17 1 11
25 30 9
14 7 54
29 21 37
2 16 21
27 15 60
10 3 86
18 23 23
24 14 48
3 27 88
4 20 74
25 11 10
1 5 26
21 24 81
29 27 12
13 17 73
7 16 89
29 29 90
5 19 38
1 7 51
12 21 55
22 13 28
18 22 42
3 13 55
30 25 85
8 1 45
15 2 30
6 13 88
24 3 59
23 24 33
13 1 75
26 20 96
9 24 9
21 29 16
8 25 10
30 2 61
23 14 81
27 3 55
29 12 60
14 25 96
15 22 98
4 8 40
19 29 37
18 7 15
4 17 8
5 11 27
19 12 46
21 27 10
24 10 7
10 16 25
1 14 69
30 16 45
20 6 30
26 11 18
4 21 65
14 8 8
25 16 45
14 9 53
23 6 25
30 23 20
13 24 19
20 9 1
25 19 62
28 18 11
10 25 68
18 14 43
25 29 47
3 24 63
30 9 48
23 1 10
16 2 49
25 3 63
5 17 45
22 20 79
9 18 38
22 3 78
12 10 77
5 26 81
5 24 6
5 7 5
6 18 57
30 4 35
16 9 79
27 30 23
6 19 87
8 17 35
10 16 28
27 17 59
12 5 85
18 23 79
28 2 65
23 27 62
23 8 71
22 2 58
2 1 86
18 8 71
3 6 8
12 7 49
8 12 5
30 13 77
2 10 26
20 12 55
28 5 27
21 5 39
13 1 23
20 24 64
25 24 94
23 4 88
4 1 29
8 18 79
17 7 38
20 22 21
16 30 63
20 21 90
12 4 82
27 11 74
20 5 53
15 23 99
16 15 71
3 14 6
9 4 35
23 18 23
14 21 32
4 13 37
30 25 48
10 11 51
14 16 17
28 15 58
12 28 73
25 6 18
29 21 22
8 14 61
28 18 45
2 7 98
26 7 11
28 18 12
13 17 13
19 5 56
16 8 86
13 18 27
3 1 12
8 14 82
25 19 59
23 7 58
29 20 69
16 3 26
2 16 3
28 5 5
28 21 35
15 18 60
15 2 42
28 6 16
16 25 5
22 25 41
12 4 13
6 30 21
21 15 16
25 20 19
7 5 88
17 27 45
18 1 60
24 29 54
10 4 42
5 25 19
8 8 33
30 19 94
14 7 19
26 18 21
22 27 58
19 2 14
11 22 70
10 19 90
5 13 3
30 22 24
29 15 60
10 11 80
16 12 9
26 4 54
22 12 69
23 18 41
7 19 81
17 29 83
29 24 64
12 20 29
27 21 70
29 21 0
11 12 89
6 16 57
17 8 22
4 21 73
14 14 7
4 17 85
27 22 61
9 23 29
21 15 61
3 5 89
14 27 7
21 4 39
20 6 54
10 21 62
23 20 78
2 26 71
15 9 37
7 29 25
21 22 13
17 3 13
13 12 5
8 2 50
13 18 3
25 21 32
15 11 32
2 22 86
10 21 27
30 17 23
13 20 99
15 6 81
27 1 70
28 24 2
7 7 40
27 9 4
7 13 21
21 2 97
3 29 18
19 3 49
1 4 21
6 18 93
28 18 8
21 22 76
19 4 85
28 29 41
2 2 60
3 19 18
24 29 40
26 10 63
21 21 11
30 7 51
17 7 96
1 3 56
4 18 28
24 1 17
17 11 54
5 20 75
25 10 20
5 3 63
17 15 80
23 18 70
29 27 20
23 3 98
10 21 60
3 28 46
13 24 59
2 22 26
4 22 42
6 15 27
12 25 33
22 17 29
18 9 14
20 10 42
2 10 47
30 6 8
15 18 20
6 16 43
27 10 46
3 7 19
27 22 77
14 2 30
22 18 31
1 2 80
3 9 29
30 18 63
17 28 42
24 21 28
4 30 94
10 19 62
24 28 97
17 11 73
4 22 18
5 13 52
6 14 24
23 17 48
12 11 18
25 12 44
24 26 58
4 20 1
2 9 52
12 3 97
25 23 13
29 27 66
5 24 3
13 22 18
24 20 20
5 27 81
22 27 45
3 30 10
12 12 44
6 2 27
20 15 38
17 2 64
2 7 83
23 25 79
13 27 11
9 18 26
5 26 52
4 26 83
7 22 38
8 19 61
15 27 78
8 14 59
14 29 57
8 18 48
26 19 81
13 6 73
30 10 73
18 14 39
9 4 24
28 27 32
16 25 62
29 26 26
19 14 43
6 2 68
17 13 67
14 28 12
23 13 36
28 2 86
23 8 75
11 21 43
5 25 22
23 21 98
6 16 38
7 16 79
12 23 46
9 25 52
14 1 27
7 29 72
15 14 21
27 30 14
21 4 14
3 2 1
10 13 85
25 12 20
17 8 58
3 13 29
3 22 10
24 16 73
29 8 9
28 14 95
2 30 11
25 13 23
29 18 5
2 28 56
2 7 40
14 18 28

3 2
3 2 46
2 1 52

30 554
7 17 49
30 16 13
16 21 36
15 8 94
16 28 50
17 26 43
22 13 71
11 13 52
15 15 37
26 11 17
12 1 5
19 24 11
9 2 22
17 28 68
6 29 72
1 12 89
5 15 18
9 27 59
16 26 51
26 5 95
18 1 22
3 24 73
5 9 12
2 17 2
22 1 38
25 22 45
10 30 47
28 22 2
24 23 32
20 1 27
20 3 93
6 17 82
14 11 5
22 13 49
22 24 12
5 9 46
5 17 40
18 21 19
10 3 87
2 23 32
5 8 71
21 10 63
23 15 70
27 16 15
20 19 66
21 5 99
29 7 3
11 27 49
5 6 96
27 8 96
4 21 47
14 24 73
20 24 95
6 29 77
16 17 74
12 26 75
18 10 27
14 11 25
19 8 27
26 6 62
9 5 8
2 9 12
18 24 7
8 2 46
25 28 83
12 5 78
13 25 29
24 20 77
1 18 92
6 12 11
10 10 68
18 4 36
12 3 30
5 22 19
24 15 66
20 16 42
14 5 94
26 4 76
5 17 91
16 10 31
25 20 48
21 9 38
23 21 77
14 20 10
21 18 66
6 11 71
2 7 1
28 15 86
6 17 1
7 10 25
18 9 72
26 9 99
8 26 69
19 17 93
7 3 19
9 27 29
15 18 6
29 14 27
7 28 26
17 23 91
25 26 37
3 15 85
20 16 22
6 9 80
1 8 28
27 19 86
6 5 44
11 15 0
8 13 79
1 25 27
18 12 73
24 9 69
1 2 53
9 24 3
9 4 28
19 21 0
16 7 38
22 8 95
4 29 6
28 26 23
2 2 25
10 1 32
11 25 47
26 8 87
30 18 98
20 21 98
18 19 16
25 15 63
23 21 14
11 26 48
12 2 7
4 24 78
28 24 50
27 23 92
15 1 38
5 1 67
15 20 18
21 23 35
3 18 20
29 8 54
30 25 66
15 6 77
30 18 13
23 10 70
15 28 57
16 7 53
27 27 59
19 13 13
6 15 16
13 1 68
30 28 98
27 27 79
14 30 96
23 23 95
13 20 69
11 23 64
8 14 81
20 27 37
26 15 95
26 6 23
23 24 67
12 26 88
3 12 64
25 19 97
6 19 80
20 25 54
3 16 34
30 25 91
14 22 60
11 17 65
5 25 13
22 23 17
3 18 8
13 17 51
1 17 15
25 21 63
2 28 42
26 19 65
10 22 44
26 19 99
20 12 52
5 20 96
14 30 19
30 21 61
17 29 25
29 12 26
26 6 82
7 11 24
28 7 91
16 9 80
20 21 66
1 7 15
30 28 21
13 29 44
3 4 34
6 2 22
11 25 62
22 11 90
28 22 96
6 13 45
26 21 2
24 26 81
21 20 51
11 4 73
7 10 45
30 24 39
24 29 14
4 29 64
18 27 7
22 14 87
12 16 2
29 30 10
18 13 5
14 26 8
15 13 78
9 2 46
29 26 86
19 23 31
7 2 7
20 9 4
5 22 7
26 14 78
9 29 36
4 19 56
9 20 29
10 26 45
28 24 75
12 16 33
13 3 61
22 29 7
5 16 16
10 6 43
30 2 68
19 30 48
8 19 4
3 7 32
27 2 23
4 26 40
28 29 3
26 17 68
3 15 21
8 10 65
9 1 66
9 29 25
19 23 3
25 25 30
27 29 5
14 21 13
12 17 86
20 25 83
27 16 60
6 3 72
6 29 49
5 16 79
27 30 19
14 12 50
12 19 16
24 22 94
10 20 17
26 15 51
11 5 50
5 19 36
25 10 4
11 2 69
10 1 85
13 3 52
2 30 57
15 14 20
27 4 33
11 27 5
8 17 50
18 26 91
28 2 47
29 21 82
21 29 72
24 3 73
15 20 15
20 10 8
23 23 65
11 30 71
20 11 13
7 24 0
8 11 60
28 23 37
18 15 67
20 30 17
9 28 42
18 26 6
3 23 56
2 24 60
4 28 71
27 30 90
8 20 6
22 29 23
29 6 62
28 26 62
25 8 21
13 27 50
5 13 19
21 5 63
10 16 87
1 8 40
13 6 67
11 11 66
9 6 67
26 18 47
25 19 75
21 21 21
3 11 43
30 24 10
7 23 92
15 4 51
12 3 91
23 9 25
20 28 38
7 8 96
25 23 73
8 16 7
18 22 58
3 2 32
26 16 91
21 17 58
23 10 74
23 16 45
12 24 99
19 2 98
3 5 56
19 24 43
2 12 60
25 17 27
10 20 11
26 8 48
27 24 78
12 22 72
27 3 44
28 4 18
24 10 88
18 3 31
21 3 71
7 12 4
27 24 88
26 14 67
12 3 44
3 27 10
27 14 44
30 12 30
10 12 70
12 23 83
7 6 82
18 12 73
3 20 91
17 7 77
11 3 45
7 4 16
12 8 40
23 30 16
5 20 48
19 26 87
17 18 80
28 23 36
10 5 86
16 4 40
11 29 96
14 27 88
13 27 37
12 16 38
24 4 11
19 1 47
28 23 77
21 22 73
17 8 43
20 18 22
11 7 29
7 5 9
4 2 24
19 3 66
22 4 18
14 23 1
6 30 51
27 16 98
26 21 20
6 13 56
4 12 36
8 14 8
2 28 84
4 25 9
29 25 47
13 18 50
4 29 5
19 29 41
9 20 49
13 26 17
17 14 84
30 4 47
27 9 46
13 8 67
29 18 52
16 10 12
6 16 94
27 19 80
16 10 38
3 27 69
9 11 41
12 20 37
12 7 18
12 16 5
29 29 19
30 23 28
15 30 35
25 10 93
5 30 99
23 29 26
26 3 78
15 22 48
21 11 92
7 18 93
27 7 14
11 17 54
10 5 16
11 28 0
11 9 57
1 5 31
25 25 95
17 24 30
19 18 87
6 1 7
4 18 15
13 24 63
17 30 64
6 13 15
14 20 46
18 23 98
12 10 40
27 1 15
14 20 63
7 7 51
24 15 88
9 18 93
9 24 95
21 10 33
2 28 48
16 18 91
25 8 40
25 15 74
6 30 40
13 3 36
19 3 2
28 7 57
22 14 55
1 8 65
20 28 87
7 10 78
6 22 25
21 16 20
12 7 96
15 25 42
9 19 16
15 6 34
29 23 11
28 11 12
25 18 4
26 19 33
10 4 1
25 6 97
23 3 39
17 5 90
5 11 6
2 27 75
25 18 41
27 23 1
14 19 88
24 5 55
20 26 92
25 15 41
27 24 28
23 7 40
25 25 67
21 30 13
1 4 85
15 5 41
3 26 47
7 3 42
25 5 58
9 9 67
25 29 93
1 19 82
25 18 74
17 22 39
20 27 61
16 10 53
11 27 27
13 11 92
10 19 80
10 8 94
8 22 35
18 24 89
6 10 99
27 21 75
15 23 93
16 16 94
12 16 80
14 18 42
25 18 37
2 5 8
15 30 97
8 19 36
18 30 13
30 27 0
22 11 58
30 27 72
7 7 87
24 12 50
3 29 56
7 17 10
28 6 31
8 2 66
29 7 95
26 18 94
28 16 54
24 21 87
23 10 48
4 3 64
24 9 79
10 9 22
7 2 90
8 10 68
6 26 95
23 20 24
1 6 81
21 14 60
30 12 55
24 9 47
2 28 82
2 20 45
4 3 96
13 21 32
30 8 41
12 24 37
17 27 71
30 27 51
4 13 53
12 12 65
1 7 88
13 24 32
15 21 53
5 15 88
4 9 3
28 8 92
24 29 3
13 13 90
25 8 91
28 3 56
4 14 49
28 26 50

23 85
14 2 59
15 21 83
7 8 1
15 16 8
22 23 39
1 20 73
23 7 60
11 23 65
13 3 10
11 10 87
6 18 17
20 7 88
22 4 14
14 23 81
7 4 55
3 6 19
3 11 74
20 4 90
22 21 4
8 4 71
19 19 19
2 19 56
5 9 78
22 23 65
2 5 18
2 8 80
12 6 3
15 19 3
6 3 8
9 17 94
21 12 76
10 6 17
13 20 52
6 3 32
5 23 16
6 3 47
11 2 47
1 21 28
3 19 7
13 9 94
18 23 76
18 9 23
8 20 22
11 6 93
4 13 65
23 9 44
1 13 49
22 21 8
11 15 10
20 7 11
13 8 84
22 17 98
18 18 11
23 20 5
6 4 92
14 15 91
3 14 34
18 12 24
9 10 65
9 5 65
16 6 69
9 18 53
21 2 39
11 16 75
14 11 97
5 3 69
12 23 91
1 8 61
4 15 61
2 3 98
1 4 19
19 17 99
20 6 67
6 5 44
16 4 24
12 7 24
11 18 40
12 9 73
20 10 84
22 8 35
19 20 88
13 18 29
12 2 59
16 23 38
19 2 27

5 17
5 3 76
4 3 13
5 4 64
2 5 77
1 1 88
5 3 18
4 2 99
4 1 0
1 2 44
5 4 13
2 2 5
1 2 90
4 2 0
3 1 46
1 4 28
3 4 50
4 5 1

18 74
3 14 13
18 5 36
5 18 89
11 9 22
3 13 69
2 10 80
10 3 20
12 8 0
17 4 98
6 14 47
17 7 49
1 17 43
18 5 2
6 17 18
16 6 25
7 16 83
7 16 88
14 12 73
17 10 60
10 18 96
16 3 95
13 10 53
15 12 49
13 18 24
17 15 61
12 15 88
10 13 41
3 3 33
11 3 73
10 2 67
12 3 23
1 1 0
10 16 36
9 13 76
4 10 87
18 7 93
10 8 22
12 15 47
15 18 20
14 18 38
14 9 1
12 13 58
10 10 4
2 2 41
11 5 39
17 6 24
4 17 31
1 2 49
18 4 54
17 16 56
7 17 51
18 9 39
9 1 72
10 18 49
13 6 50
18 16 33
16 4 89
16 1 61
17 9 33
15 12 30
11 7 69
2 14 75
2 15 98
18 4 78
5 13 40
18 14 22
3 11 69
1 10 53
10 9 76
1 8 6
5 3 86
1 2 69
15 1 60
18 7 67

27 667
9 3 41
4 1 62
7 10 25
3 2 0
24 18 9
22 27 0
3 13 12
12 2 99
18 23 89
26 5 6
17 21 66
17 8 49
27 10 1
17 12 58
7 12 91
22 1 34
23 15 64
25 15 63
20 12 74
13 5 53
7 6 16
3 15 77
12 27 25
12 23 11
24 5 42
13 15 85
1 4 84
4 10 3
4 1 23
25 25 56
3 9 6
6 9 16
21 15 0
16 9 35
9 19 70
23 8 17
26 7 76
9 2 8
25 20 68
11 4 94
19 17 91
16 8 30
4 2 8
12 6 78
4 11 98
27 1 63
7 4 3
24 6 36
16 17 28
9 4 54
25 4 19
21 6 39
22 2 91
17 2 53
27 6 40
1 18 41
4 14 41
25 20 29
3 12 8
6 17 2
9 5 70
3 27 67
4 27 61
21 2 6
26 16 88
5 22 29
19 17 47
27 17 66
1 14 51
17 15 17
11 24 12
26 8 73
25 23 88
27 22 59
4 10 70
15 25 69
4 1 69
20 24 76
6 17 74
9 1 96
21 18 48
1 6 96
24 23 31
7 5 98
17 19 49
14 10 24
3 16 17
26 2 69
4 3 62
21 16 99
27 7 40
5 24 5
16 12 59
10 25 66
17 26 32
26 20 98
3 11 45
20 22 69
23 25 87
27 22 56
22 1 40
18 1 3
2 1 72
16 13 33
3 4 47
22 1 36
22 10 20
16 22 18
2 22 56
23 14 62
24 10 80
13 21 10
13 26 0
14 9 82
6 11 53
6 19 66
5 26 43
26 24 56
9 14 71
22 27 6
20 11 56
3 17 18
1 17 97
9 19 48
9 25 93
16 7 61
3 10 53
26 23 64
13 13 15
1 4 92
11 6 5
16 21 96
6 9 18
24 10 47
22 23 15
1 4 71
26 18 7
10 8 38
11 13 88
14 16 12
8 24 73
17 13 51
26 21 62
8 2 1
19 7 54
23 10 23
13 1 78
9 10 62
11 18 79
26 27 56
11 25 43
12 18 5
5 15 59
6 6 4
2 20 40
11 18 61
27 4 79
9 16 0
16 25 88
4 18 7
2 12 53
8 3 79
11 27 34
16 21 35
24 1 83
14 10 40
7 3 82
11 24 64
8 26 28
14 12 63
15 11 29
6 10 2
5 4 82
15 18 83
15 11 6
13 21 57
15 14 13
11 22 51
25 1 86
9 21 49
9 7 98
7 21 27
10 15 41
16 8 5
27 16 22
9 21 33
23 12 99
17 25 3
6 21 93
27 13 13
6 19 16
27 17 10
3 5 23
11 2 41
15 13 99
8 16 33
8 15 83
5 17 82
14 18 94
27 16 1
18 12 65
24 5 19
1 15 14
18 12 32
19 25 59
7 9 53
21 2 21
26 22 78
5 5 29
9 20 58
21 7 68
25 4 9
2 1 7
2 16 56
26 3 61
8 4 48
25 13 46
20 19 58
13 2 87
5 14 26
27 10 40
3 1 98
19 26 10
7 2 50
25 22 59
2 6 42
3 12 79
21 27 53
11 13 51
25 19 15
23 6 98
23 14 13
10 24 32
11 8 20
5 9 63
26 9 18
10 5 40
25 15 54
10 16 85
1 19 16
6 25 4
8 20 18
4 1 71
11 16 18
20 27 19
17 20 35
22 2 14
9 3 6
13 25 69
20 19 42
7 26 99
26 17 36
15 3 53
3 25 6
19 8 51
11 22 46
1 7 33
4 6 92
17 2 80
24 7 49
11 1 13
27 16 24
2 12 95
15 12 10
22 11 42
16 7 53
11 3 14
5 10 17
6 24 65
12 13 99
1 11 31
16 25 17
1 11 75
1 26 28
27 6 94
6 15 40
8 12 5
6 10 3
19 26 40
4 5 89
3 6 40
1 18 44
27 17 90
14 18 82
20 10 75
23 8 72
8 25 19
17 15 1
4 8 12
8 7 83
3 5 63
9 20 67
25 7 18
4 10 16
14 2 19
10 4 22
23 11 30
10 14 8
18 23 22
13 12 89
6 5 62
25 27 19
20 11 30
18 10 22
19 6 25
22 11 80
21 11 84
24 18 42
19 19 7
4 7 74
24 19 33
12 22 72
22 17 41
20 15 28
14 16 65
24 19 29
23 20 42
2 16 21
20 22 21
16 23 54
23 25 2
18 6 29
23 11 6
10 13 47
14 17 76
5 18 8
24 13 19
2 17 93
12 2 36
8 10 72
21 21 40
26 17 54
25 24 84
11 14 8
27 23 54
6 18 45
18 26 11
8 3 90
25 24 74
7 10 22
16 12 59
21 25 18
17 1 77
19 15 23
3 12 38
20 12 39
8 5 54
10 10 79
22 1 82
4 19 41
15 6 58
12 24 35
12 3 57
27 23 74
27 9 41
27 11 30
4 8 1
14 22 74
3 5 94
10 12 97
15 3 8
27 9 62
19 8 71
14 12 65
11 7 6
22 20 48
18 25 87
12 27 88
5 26 40
5 20 70
7 17 0
15 1 93
22 2 15
6 15 48
1 15 63
20 4 99
6 20 46
21 12 59
20 22 69
12 7 58
1 17 19
17 14 10
19 26 70
6 3 52
9 8 86
13 24 13
5 23 63
5 1 37
26 17 15
5 10 42
10 7 64
23 26 93
21 5 39
12 21 78
20 4 23
5 3 81
1 21 51
17 7 73
7 13 39
16 11 85
12 9 85
26 7 39
20 10 40
2 21 7
22 9 38
24 6 47
18 4 81
13 6 39
25 12 80
24 16 72
5 2 25
27 8 59
25 25 84
18 25 21
16 20 26
10 12 34
14 19 62
8 16 68
20 2 98
24 10 63
26 6 61
22 3 52
9 14 85
6 17 47
14 21 22
25 9 80
5 20 54
20 10 48
10 12 35
19 27 5
14 11 91
5 26 83
18 18 20
7 18 41
16 14 58
24 9 9
16 3 41
25 25 35
9 12 84
24 7 14
7 15 3
21 9 75
11 25 38
18 11 28
4 18 70
2 11 38
20 6 20
17 17 28
18 25 80
13 15 76
16 24 81
25 24 6
22 12 53
22 6 9
12 6 23
23 22 65
1 23 70
6 12 41
19 15 30
7 27 21
19 24 23
16 27 74
27 13 11
6 26 6
27 1 99
10 23 0
5 19 71
6 23 53
9 17 80
8 16 42
20 1 4
9 2 17
10 15 9
8 23 70
9 25 75
20 1 50
12 25 31
7 12 40
12 21 55
1 5 60
1 11 30
18 24 0
6 10 23
1 11 56
15 6 62
15 27 11
12 4 20
24 2 60
6 20 76
10 20 45
9 17 42
5 6 42
3 19 66
2 14 79
7 17 39
7 17 92
26 26 43
16 2 59
25 17 98
6 1 40
22 27 79
16 16 19
23 7 78
10 18 64
15 19 1
5 18 14
3 9 3
20 23 99
26 10 45
26 3 46
14 20 66
3 19 86
25 11 56
4 21 1
23 6 31
2 25 56
11 27 38
22 12 98
20 2 48
22 4 65
15 12 46
22 15 34
21 22 74
3 24 33
9 9 90
22 24 37
21 16 70
22 15 27
12 6 24
15 12 7
27 15 22
3 21 47
24 2 2
20 23 17
17 10 8
13 18 29
17 1 94
20 10 55
15 2 66
26 14 69
13 20 14
7 2 68
24 5 17
9 17 21
18 4 82
8 27 30
25 5 27
23 20 9
25 2 76
11 11 27
19 8 28
20 19 77
13 22 57
18 20 46
21 27 28
20 13 90
14 27 25
22 3 4
24 15 54
23 25 2
3 22 56
11 5 38
5 9 47
13 10 85
2 19 69
14 7 59
13 19 38
15 27 99
19 20 97
16 10 51
27 15 30
20 22 47
17 26 76
27 15 82
7 21 87
3 10 24
21 18 76
20 17 18
13 21 63
11 11 88
26 23 72
20 26 42
8 2 80
22 8 91
16 16 26
25 25 13
4 20 41
20 27 88
2 27 10
12 1 10
23 23 46
11 17 69
12 3 21
8 22 50
24 12 41
10 14 14
3 2 29
18 26 24
17 5 2
7 22 8
2 23 47
19 22 95
21 19 57
4 6 57
16 4 30
18 17 10
20 16 29
7 7 8
11 6 69
6 18 74
1 3 17
12 26 66
3 22 66
24 1 49
1 4 8
6 19 20
22 17 98
17 5 36
23 22 74
2 18 69
20 19 89
18 11 28
1 5 6
18 25 45
10 21 95
2 21 2
7 22 28
27 21 53
22 26 53
1 3 79
8 13 43
19 1 92
12 27 74
9 17 45
18 19 68
11 22 69
6 19 61
15 10 74
13 22 16
4 14 9
5 22 27
5 7 40
20 14 65
25 21 16
17 19 96
27 15 15
18 12 95
16 4 85
10 11 74
12 13 84
7 14 36
2 12 73
15 1 73
24 2 92
15 27 25
2 15 21
2 14 30
5 7 32
16 14 84
17 22 36
19 7 22
4 12 83
20 21 15
10 12 44
9 1 16
13 5 50
26 25 65

11 40
10 2 41
7 7 60
3 1 16
6 5 56
6 11 73
7 7 63
9 10 46
7 7 58
7 3 91
8 11 55
9 1 56
4 1 89
2 7 62
6 10 57
4 5 36
10 1 83
8 11 74
1 4 81
3 2 38
1 2 65
1 2 16
10 9 74
5 11 1
3 1 8
5 6 74
6 6 4
3 10 27
5 9 71
6 4 8
7 5 27
7 11 70
4 1 30
2 3 69
2 6 53
5 3 40
11 2 1
7 7 53
3 7 42
6 10 77
8 11 2

27 510
19 23 80
18 25 74
17 6 69
26 14 72
20 3 1
9 7 87
7 14 1
21 8 37
20 4 34
2 1 10
14 2 4
11 17 81
5 22 78
18 19 29
20 13 20
16 9 65
18 23 11
25 13 3
1 26 72
17 5 43
18 23 38
23 5 78
6 4 29
24 9 62
9 11 66
6 6 29
17 25 75
3 23 97
17 14 72
21 13 16
5 14 93
9 16 83
2 2 64
10 7 53
20 3 70
15 7 20
12 15 40
24 13 81
10 24 34
12 24 85
25 13 41
2 8 13
3 14 80
10 25 23
1 21 72
23 14 51
10 13 74
11 2 56
23 19 47
19 15 71
20 20 72
16 2 40
18 9 54
4 1 94
24 18 24
26 17 10
12 2 33
13 26 20
20 19 16
23 11 45
4 2 23
22 18 43
3 24 40
20 5 78
26 1 14
15 7 66
17 25 7
15 13 80
